Date,Time,Temp (°C),pH,Moisture (%),N (mg/kg),P (mg/kg),K (mg/kg),COD (mg/L),CH4 (%),CO2 (%),Pressure (psi),Pathogen (CFU/ml),Flow (L/min),UV Intensity (mW/cm²),Opt Temp (°C),pH Adj,Process Time (hrs),Opt NPK,UV Time (min),Pathogen Status
2024-01-18,10:26:47,41.38,6.78,72.4,1018.77,113.34,279.43,13093.82,53.91,38.08,20.66,16.54,2.46,16.12,37.93,0.31,27.11,4:1:1,23.1,Present
2023-01-07,06:10:52,42.73,7.47,69.95,1236.1,89.37,233.16,10654.76,58.98,29.33,22.86,86.63,4.08,6.22,46.34,0.13,36.9,3:1:1,8.14,Present
2023-02-07,07:32:59,43.29,6.92,68.27,1361.97,145.32,201.07,16035.88,57.96,27.63,17.35,51.84,4.12,7.96,51.59,0.05,55.11,Optimal,13.88,Absent
2025-09-13,14:11:28,35.51,6.67,40.86,1303.27,106.6,293.61,10856.54,70.12,36.64,12.23,44.56,1.47,19.02,44.9,0.41,37.18,4:1:1,11.16,Present
2023-12-14,03:04:58,39.81,6.59,67.46,1092.05,131.79,229.89,15358.31,62.69,28.05,14.99,6.26,2.97,7.16,53.21,-0.21,36.8,4:1:1,5.11,Absent
2023-11-16,12:12:29,41.52,6.86,48.23,1054.81,97.43,298.5,11681.39,59.2,27.62,18.69,57.49,2.3,6.72,36.12,0.46,31.23,4:1:1,11.61,Present
2025-05-28,17:02:31,40.52,6.91,58.45,1196.9,60.28,293.27,10424.87,58.22,29.43,24.97,81.67,2.04,12.87,40.56,-0.29,57.87,2:1:2,26.33,Absent
2024-08-14,01:20:33,40.62,7.45,43.17,1448.3,151.71,288.02,18458.55,50.73,29.08,18.07,39.06,1.12,15.15,35.6,-0.46,71.34,Optimal,22.73,Present
2024-06-13,17:52:12,37.3,6.94,76.49,1234.78,120.62,223.84,17502.66,72.75,35.12,28.37,76.84,1.34,18.53,45.96,0.11,50.13,Optimal,21.93,Absent
2025-06-03,01:53:07,35.39,6.65,47.0,925.46,99.15,250.62,16106.67,65.18,26.09,28.49,96.83,1.58,6.8,47.6,-0.35,61.4,3:1:1,24.38,Present
2024-10-10,07:11:44,40.5,7.38,68.84,945.42,167.44,283.95,11734.23,69.69,33.5,23.75,28.06,3.48,6.99,46.33,-0.28,20.46,Optimal,7.93,Absent
2025-09-25,00:39:37,44.22,7.13,46.88,850.2,191.03,252.24,14604.37,54.56,36.14,28.14,44.77,3.47,5.38,50.11,0.47,18.13,4:1:1,28.09,Absent
2023-11-27,12:26:49,44.81,6.94,61.3,1029.28,129.68,181.71,14421.69,61.74,35.54,10.67,38.3,2.52,10.63,51.17,0.39,60.98,4:1:1,10.46,Absent
2023-04-05,11:54:10,44.57,6.61,70.18,1484.32,114.1,191.37,10095.49,73.22,25.07,21.09,78.01,1.58,9.1,42.6,0.24,22.96,4:1:1,13.65,Absent
2024-01-31,08:25:50,39.36,7.5,49.93,1178.75,77.14,184.08,16136.48,74.95,31.09,24.33,42.8,1.53,18.19,43.58,-0.07,65.79,4:1:1,13.47,Absent
2024-03-01,10:45:29,39.4,7.39,61.05,1478.72,62.66,261.6,16605.04,61.09,34.34,29.41,50.17,3.93,13.22,47.37,0.32,32.3,Optimal,9.87,Present
2024-10-02,04:13:09,40.53,7.33,50.88,1475.04,61.5,155.0,11064.76,74.99,26.21,19.55,48.24,1.25,13.05,44.03,-0.08,60.27,4:1:1,19.2,Absent
2024-01-25,00:17:23,42.73,6.93,71.05,1040.41,81.24,291.1,10240.93,71.35,32.56,28.11,11.68,2.05,15.68,54.26,0.24,24.4,2:1:2,8.85,Absent
2023-11-24,11:07:11,44.77,6.87,50.95,1202.41,96.79,195.74,19636.52,53.88,32.55,29.93,3.21,3.68,7.6,49.83,-0.37,25.39,4:1:1,12.55,Absent
2024-04-07,22:56:55,40.99,6.84,61.06,880.14,163.92,185.7,18283.26,50.69,25.03,11.41,31.87,4.23,13.2,36.11,0.29,33.96,2:1:2,18.67,Absent
2025-06-03,22:29:30,40.17,7.46,74.2,1061.4,186.19,224.51,13608.71,51.29,33.45,19.84,75.69,2.61,6.17,44.94,0.46,32.8,4:1:1,14.66,Absent
2025-09-20,14:34:39,35.1,6.53,45.83,1459.54,53.91,202.17,14918.33,68.54,31.72,22.48,72.27,1.97,5.26,49.82,-0.19,35.84,2:1:2,11.49,Present
2024-07-27,09:00:24,41.5,7.36,76.92,1247.71,111.81,239.41,16684.62,63.96,27.55,23.89,11.53,1.87,6.55,44.04,-0.0,22.41,3:1:1,18.5,Present
2023-10-31,22:12:50,37.37,7.43,47.13,808.51,104.02,248.54,16580.31,71.77,33.79,28.03,29.09,3.34,10.94,43.34,0.24,14.24,Optimal,7.41,Present
2025-06-29,05:32:15,43.63,6.89,71.14,806.39,76.67,297.91,13634.45,70.13,33.58,18.26,27.63,2.18,14.25,49.24,0.47,57.91,Optimal,16.48,Present
2023-11-30,10:44:10,36.21,6.97,47.19,1418.61,176.24,179.52,14827.07,68.82,30.99,13.38,60.83,3.77,17.91,39.72,0.34,25.0,3:1:1,9.11,Present
2024-01-18,04:30:13,36.48,7.34,63.77,1187.29,146.46,241.18,18834.49,56.6,27.54,23.86,94.45,4.57,16.63,39.8,0.38,24.28,Optimal,28.56,Absent
2024-09-16,21:22:28,37.2,7.0,64.5,1254.84,128.4,233.69,12901.44,67.14,38.09,15.37,59.98,3.27,14.49,35.83,-0.36,28.48,4:1:1,25.96,Absent
2023-08-29,07:40:05,39.12,6.91,47.3,1328.97,98.49,171.32,10668.11,65.49,38.93,18.14,21.87,3.98,12.51,53.16,0.17,60.36,2:1:2,13.02,Absent
2023-10-10,01:24:27,37.15,7.08,48.27,808.28,56.56,224.59,14476.2,59.45,38.29,17.19,96.08,1.86,15.97,40.76,-0.36,31.43,2:1:2,15.44,Absent
2024-06-01,07:01:40,41.74,7.21,69.3,1051.12,120.19,190.07,17478.26,50.45,33.81,28.14,66.08,4.56,13.15,44.33,-0.05,41.1,Optimal,29.51,Present
2023-08-07,10:50:52,40.07,6.83,76.17,1256.61,158.25,224.83,17238.62,61.56,29.8,16.5,89.99,3.31,9.94,43.05,-0.11,30.99,Optimal,16.87,Present
2023-09-15,23:37:57,42.64,7.4,42.5,1281.87,79.0,158.63,14030.67,65.59,36.34,10.92,48.44,2.35,13.36,38.37,-0.37,15.1,3:1:1,5.71,Absent
2023-12-23,03:49:17,38.51,7.09,69.27,1388.91,185.06,244.43,19414.31,74.32,37.97,23.61,92.23,3.55,15.96,37.74,-0.31,46.87,Optimal,7.56,Present
2024-07-25,02:00:42,39.75,6.83,69.19,1328.55,93.65,247.57,13532.85,50.43,34.82,16.72,73.57,1.71,17.06,42.77,-0.18,23.13,4:1:1,9.2,Absent
2023-12-03,18:52:18,35.37,7.2,68.12,1016.21,68.77,249.35,11619.42,62.97,34.51,14.72,56.86,2.02,19.96,48.79,0.02,59.61,2:1:2,12.45,Absent
2025-08-10,07:35:48,37.1,7.49,44.02,912.52,133.23,259.19,18251.72,66.87,30.98,22.78,17.84,2.94,5.57,36.98,-0.3,24.02,4:1:1,8.94,Absent
2023-07-28,05:35:11,39.81,6.59,72.35,1374.57,96.76,230.16,12335.1,68.74,25.14,25.61,17.36,1.9,18.16,37.64,0.03,47.1,4:1:1,28.51,Absent
2023-08-08,19:19:02,44.61,6.96,47.97,828.76,140.93,162.99,16791.08,68.82,28.27,13.41,0.47,4.2,7.02,40.53,-0.02,59.85,4:1:1,26.09,Present
2025-01-26,09:22:12,43.35,7.13,59.01,1091.96,98.84,150.65,18754.83,55.11,25.47,20.51,74.73,1.68,18.17,52.56,-0.34,19.81,2:1:2,13.34,Present
2025-02-07,19:03:34,43.44,6.55,67.54,1201.23,192.92,227.71,19221.25,70.8,28.73,10.74,52.94,1.13,13.42,45.25,0.01,52.57,3:1:1,6.54,Present
2024-11-21,18:27:12,43.73,7.47,58.04,1405.09,88.3,188.44,16071.32,73.59,30.12,23.23,20.59,4.84,11.2,36.98,-0.14,19.82,2:1:2,27.62,Present
2024-09-22,02:22:34,40.95,6.69,57.49,1283.77,169.66,270.55,11223.0,70.12,38.1,18.41,63.55,1.51,10.87,41.63,0.02,21.68,4:1:1,18.5,Present
2024-03-14,17:01:12,40.77,6.95,41.36,1157.48,107.31,168.6,14023.02,63.4,33.01,15.59,99.71,2.95,6.5,48.39,-0.12,52.96,4:1:1,19.96,Present
2025-09-17,07:10:40,39.19,7.38,43.6,1049.05,83.89,195.75,17918.11,61.38,33.98,25.44,10.72,4.27,10.35,43.18,0.03,48.1,2:1:2,26.61,Present
2024-12-15,23:35:23,43.26,6.83,78.76,1317.94,51.36,193.92,18549.36,51.99,29.78,21.41,61.78,1.38,11.7,49.98,0.44,24.47,4:1:1,9.67,Absent
2024-02-13,04:10:44,40.33,6.69,78.14,1091.7,165.12,263.6,15354.6,60.54,34.39,26.13,67.56,4.49,9.56,37.69,0.26,52.62,Optimal,5.47,Absent
2023-12-25,04:17:18,44.6,6.88,59.31,1230.05,176.85,158.7,10493.45,62.46,38.92,11.95,34.3,3.02,5.82,49.9,-0.24,37.7,Optimal,11.57,Present
2023-09-23,02:02:24,35.63,6.7,69.45,1413.61,190.2,259.55,17168.75,52.47,32.09,11.72,98.82,1.77,12.1,49.65,0.02,24.82,3:1:1,6.07,Absent
2024-07-03,16:14:35,35.26,6.67,79.41,828.99,118.67,189.06,13707.93,72.51,25.77,20.87,19.18,1.86,14.12,54.24,0.44,48.14,3:1:1,17.32,Present
2024-01-14,12:28:45,42.78,6.82,57.13,1002.59,117.83,255.85,17864.72,73.61,35.45,29.78,58.12,4.73,5.96,46.49,-0.05,52.2,Optimal,13.99,Absent
2024-08-26,04:42:12,42.94,7.02,73.51,1337.34,180.74,212.92,10159.02,53.28,30.64,23.11,69.29,4.43,11.95,54.68,0.09,48.22,4:1:1,21.28,Absent
2023-09-28,14:57:47,35.79,7.44,75.01,1463.73,51.23,167.85,18892.15,74.92,36.38,18.7,61.08,1.9,5.32,38.86,-0.42,60.16,3:1:1,10.49,Absent
2025-08-10,17:53:16,38.94,7.17,41.92,1259.06,69.57,230.61,17317.24,50.42,30.25,15.33,99.68,2.42,18.51,41.12,0.25,19.51,2:1:2,23.0,Absent
2025-01-15,14:15:05,37.64,7.07,65.88,1383.7,137.59,181.26,18914.36,54.08,30.92,15.54,7.71,1.84,18.97,45.85,0.02,28.59,2:1:2,16.07,Present
2024-02-06,09:05:45,40.03,6.73,40.9,1346.19,69.86,173.49,12128.12,70.31,25.65,23.48,81.8,4.47,19.31,48.02,0.3,28.51,2:1:2,11.12,Present
2024-11-29,09:59:35,42.4,7.1,56.21,833.41,183.79,291.93,10966.6,72.54,35.87,11.16,98.46,2.1,17.86,46.59,-0.48,35.42,2:1:2,10.03,Present
2025-05-11,21:33:33,38.49,6.83,62.38,1012.9,80.69,243.87,13079.93,72.72,39.84,14.6,13.84,3.9,16.65,53.21,-0.34,68.2,3:1:1,23.47,Absent
2024-01-16,18:17:40,42.44,6.51,72.83,902.12,61.59,183.13,18848.16,63.31,26.72,25.72,23.16,1.7,6.5,54.72,-0.07,18.92,Optimal,29.05,Present
2025-08-08,17:48:19,35.03,6.65,46.04,1402.57,155.53,253.54,12733.66,74.99,38.41,17.56,14.09,1.17,17.43,46.37,0.17,66.8,3:1:1,22.13,Present
2023-09-22,13:35:04,39.4,7.03,54.9,861.82,62.76,264.22,17390.7,60.7,27.83,15.63,96.05,2.25,7.98,37.61,-0.05,67.49,2:1:2,25.18,Absent
2024-02-09,06:59:11,41.53,7.35,68.98,1362.68,127.21,286.02,15861.71,58.79,25.03,23.08,74.17,1.78,15.82,48.49,-0.2,54.43,3:1:1,10.15,Absent
2025-04-18,11:14:11,35.92,7.17,64.51,1022.41,56.36,214.82,15490.89,63.5,35.14,27.45,98.6,2.75,10.52,40.63,-0.12,44.14,4:1:1,18.64,Present
2025-01-03,15:52:08,39.76,7.19,49.37,1482.82,97.08,167.5,13148.74,50.33,37.72,13.8,42.19,2.54,16.46,43.42,0.41,12.82,4:1:1,20.64,Absent
2024-04-24,02:00:46,36.2,7.01,43.53,1341.55,51.29,186.53,19221.5,72.96,31.31,21.43,7.37,2.22,16.0,42.1,0.13,23.41,Optimal,17.13,Absent
2024-06-14,12:03:04,39.26,7.01,45.86,1016.01,128.87,184.91,19331.08,59.37,27.08,26.08,44.12,4.2,17.04,48.44,-0.07,53.94,4:1:1,6.79,Present
2025-02-03,02:31:38,39.2,7.14,74.25,953.57,143.13,229.98,17944.65,53.24,36.92,25.68,7.8,1.24,13.75,43.88,0.27,46.2,Optimal,8.18,Absent
2025-03-25,14:24:00,35.85,6.67,44.28,1087.14,163.7,202.42,11790.91,51.76,28.82,17.08,83.89,3.54,16.15,39.55,-0.41,51.12,4:1:1,26.44,Absent
2024-08-22,12:51:33,36.29,6.69,45.69,1053.92,151.85,177.83,13758.38,54.02,33.95,21.27,90.86,4.12,18.22,41.67,-0.1,22.99,4:1:1,27.33,Absent
2025-05-28,16:49:56,37.12,6.91,47.85,1433.13,124.5,281.97,11142.78,59.7,39.76,18.11,13.62,4.5,5.08,48.37,0.29,70.39,3:1:1,15.14,Absent
2025-02-12,11:22:13,37.3,7.06,74.55,1266.46,123.13,211.5,14358.22,56.79,36.1,17.49,16.94,3.65,13.97,45.97,-0.28,28.41,3:1:1,10.02,Absent
2023-02-13,03:20:03,37.6,6.71,59.21,1369.56,180.71,230.49,11395.72,60.26,30.58,22.17,13.88,2.7,15.75,47.15,-0.42,15.96,4:1:1,24.53,Present
2024-08-13,23:36:19,35.65,7.4,77.01,1267.42,51.27,162.87,12974.52,58.79,35.08,14.81,37.39,2.02,8.41,40.37,0.08,42.79,4:1:1,7.55,Present
2024-01-25,15:49:11,42.0,6.68,73.09,1438.54,124.82,203.19,15058.34,72.31,29.97,16.83,11.73,1.23,16.91,46.91,-0.18,56.81,2:1:2,18.12,Absent
2024-12-07,17:28:24,38.75,6.67,49.33,1104.87,144.93,199.79,11835.15,72.83,37.38,28.43,89.75,1.76,12.04,48.67,-0.27,23.11,3:1:1,22.57,Absent
2023-10-26,12:59:44,42.6,6.9,40.27,835.36,87.08,200.75,19637.81,53.84,32.11,20.97,81.28,4.55,16.57,47.48,0.12,16.52,Optimal,5.08,Absent
2023-03-07,14:19:32,43.34,7.05,41.74,1061.72,91.83,155.93,17700.98,61.98,27.57,21.85,48.69,4.64,14.71,44.41,-0.03,56.7,Optimal,26.32,Present
2023-07-15,16:32:43,42.34,6.92,73.69,889.07,162.03,164.8,12003.0,72.97,26.63,18.36,32.28,4.9,16.16,54.28,-0.04,49.26,2:1:2,21.04,Present
2024-01-26,18:00:22,37.03,6.82,69.04,1420.28,146.65,284.13,17884.56,51.65,39.6,17.59,81.26,4.61,5.27,36.15,0.21,17.6,2:1:2,13.97,Absent
2024-12-22,05:05:57,36.28,6.78,59.89,1133.18,198.17,296.39,11774.32,61.52,34.9,12.17,65.37,3.76,16.41,40.88,0.08,46.86,3:1:1,23.04,Absent
2025-02-04,18:45:38,36.28,7.41,59.35,884.8,92.79,253.69,14673.14,73.93,39.84,19.79,91.76,4.29,11.75,43.96,0.08,47.48,2:1:2,12.34,Absent
2025-01-14,13:10:52,38.94,6.76,58.23,1258.28,116.06,290.44,19824.52,74.14,38.89,12.09,95.47,3.41,10.33,43.81,0.16,29.73,Optimal,7.29,Present
2024-03-01,15:04:20,38.65,7.47,60.89,1009.22,146.61,278.87,16234.54,56.03,39.59,20.09,67.22,3.9,7.24,47.24,0.12,67.5,4:1:1,22.84,Present
2025-02-18,02:37:13,39.64,7.29,49.26,1496.19,166.91,207.67,16017.85,51.9,25.27,12.16,87.23,2.03,6.49,37.37,-0.0,55.1,3:1:1,15.42,Absent
2023-08-12,14:07:30,42.68,6.78,78.85,868.85,152.54,274.52,12422.12,54.33,31.34,26.28,19.07,2.4,8.23,41.5,-0.24,12.17,2:1:2,7.83,Present
2024-01-25,19:24:51,39.92,7.05,55.86,1110.22,127.15,259.25,12837.53,57.72,30.15,20.63,23.81,2.28,13.98,51.39,0.22,70.99,Optimal,27.12,Present
2025-05-23,20:03:54,37.09,6.58,53.56,1482.52,66.01,264.18,14531.7,54.14,33.84,14.38,82.85,2.46,9.38,45.5,0.35,23.71,2:1:2,5.01,Present
2023-10-07,18:21:43,38.47,6.99,42.56,1205.46,71.55,172.02,17878.12,55.23,35.78,22.08,57.49,3.64,16.85,51.07,-0.46,34.05,2:1:2,19.38,Present
2023-06-16,08:46:20,41.87,6.72,67.66,1340.62,64.53,157.81,18604.4,51.36,31.68,22.27,29.14,3.43,16.73,46.33,0.02,38.47,2:1:2,5.1,Absent
2023-10-16,16:17:24,37.03,7.21,47.64,1476.32,61.68,153.99,15514.33,60.01,27.04,13.89,39.73,3.79,17.45,54.51,0.12,57.95,2:1:2,8.1,Absent
2024-09-25,06:21:40,36.88,7.06,79.96,1144.93,142.07,154.4,14764.76,72.83,38.77,23.76,63.64,2.43,11.02,35.95,0.45,41.93,3:1:1,13.15,Absent
2024-04-02,00:08:49,38.74,7.18,66.17,1119.8,165.86,170.64,19205.13,66.3,28.73,11.4,75.92,1.43,10.97,42.41,0.03,22.97,4:1:1,19.78,Present
2024-01-05,14:26:50,35.47,7.32,71.5,1088.46,194.48,176.21,16204.98,53.22,38.77,17.57,77.77,1.9,16.17,40.65,-0.14,56.8,2:1:2,13.39,Absent
2023-03-18,17:38:30,43.22,6.89,71.28,1486.27,68.06,270.6,15345.63,51.84,31.66,21.17,75.99,2.82,7.33,39.62,0.16,58.49,4:1:1,19.72,Present
2023-01-10,21:32:44,40.37,6.95,59.84,1463.95,66.89,197.56,16670.15,52.3,37.81,29.59,19.26,2.92,15.63,54.75,-0.45,23.55,4:1:1,6.06,Absent
2023-01-31,05:42:08,35.68,7.02,46.43,1054.87,133.45,168.73,19550.31,71.59,30.92,22.01,83.49,2.42,7.68,41.27,0.18,42.64,3:1:1,12.02,Present
2023-07-16,12:35:03,43.99,7.3,48.46,1474.5,99.5,183.49,13771.6,71.87,36.12,20.61,56.48,2.59,12.74,43.36,-0.4,38.0,4:1:1,12.97,Absent
2023-09-10,22:17:26,41.14,7.42,57.23,841.74,174.54,199.2,17848.46,53.94,27.99,10.08,9.59,1.96,8.91,49.81,-0.34,59.11,Optimal,15.9,Present
2024-10-29,13:10:01,35.22,7.46,40.01,1112.05,195.9,273.88,18709.48,72.68,38.34,10.73,5.1,1.86,6.79,44.56,-0.02,66.73,4:1:1,5.09,Absent
2025-07-03,12:04:37,37.57,7.17,56.6,1061.75,167.94,292.26,12159.79,64.24,29.18,18.09,92.02,1.57,19.27,52.42,-0.2,27.64,Optimal,8.53,Absent
2023-04-24,21:57:06,38.79,7.29,43.6,1216.67,165.61,190.39,12999.72,73.7,30.42,21.41,85.89,3.48,8.91,52.82,0.15,19.36,3:1:1,6.59,Absent
2024-10-04,13:36:05,42.19,6.88,68.46,900.81,79.31,193.39,13931.05,60.51,28.81,22.99,29.35,1.41,17.48,35.75,-0.02,30.64,Optimal,13.53,Present
2023-01-30,09:56:27,44.41,7.39,64.83,1174.27,79.19,222.33,11339.6,63.3,37.14,29.89,70.25,3.15,16.61,40.07,0.36,55.37,Optimal,13.8,Present
2025-03-03,04:38:54,40.06,6.96,65.87,943.24,88.04,213.52,14276.89,72.29,36.37,12.35,60.26,2.85,8.19,44.69,-0.21,32.99,2:1:2,20.66,Present
2024-10-18,20:05:42,41.66,6.87,78.64,1042.79,181.62,248.9,13202.7,71.86,36.33,22.23,92.4,1.54,9.67,48.32,0.45,62.41,4:1:1,12.26,Absent
2024-04-08,06:21:30,36.9,7.01,79.66,1123.56,187.91,176.79,11473.28,68.01,36.68,11.68,96.22,3.48,17.64,40.84,0.07,66.4,Optimal,9.89,Present
2024-01-10,11:45:21,39.09,7.2,42.52,1465.79,56.47,156.36,17675.73,64.25,36.06,13.17,50.84,4.45,7.82,37.79,0.38,59.98,2:1:2,9.39,Present
2023-02-01,20:14:10,36.55,6.94,66.65,1201.7,157.66,236.97,19432.18,54.61,29.24,20.54,97.32,2.19,10.44,43.84,0.16,57.46,2:1:2,26.95,Absent
2024-03-25,05:47:06,44.35,7.34,72.9,1103.46,172.5,242.3,17289.61,60.25,36.38,26.55,15.58,3.59,17.95,42.86,0.2,14.02,3:1:1,29.14,Present
2023-09-26,16:45:42,42.07,6.83,47.21,1220.65,101.31,216.33,12328.6,65.23,34.86,29.57,86.78,3.1,13.01,38.6,0.09,36.85,2:1:2,20.84,Absent
2024-08-15,07:05:20,43.43,6.62,42.35,1237.99,179.34,190.13,10437.45,50.72,26.13,11.98,46.58,4.84,7.85,44.39,0.37,24.06,Optimal,12.41,Present
2025-07-16,13:56:09,40.93,7.41,77.72,1042.11,107.33,196.02,13316.05,68.74,35.68,11.12,43.81,4.73,18.13,44.33,0.18,43.07,2:1:2,14.45,Absent
2023-08-24,21:08:43,44.08,7.05,46.74,1345.59,108.95,186.61,11735.15,66.87,27.58,23.79,82.67,1.8,14.81,36.35,-0.26,36.18,4:1:1,21.13,Absent
2025-04-21,06:50:59,40.2,7.47,74.47,1168.82,105.7,267.97,19587.12,56.93,31.06,23.71,9.2,3.5,18.84,52.93,-0.22,57.73,Optimal,28.96,Absent
2024-01-19,03:11:53,43.54,6.88,69.7,1477.35,99.65,193.36,15371.8,53.04,30.69,13.65,3.6,1.45,14.6,36.67,-0.31,31.93,4:1:1,17.21,Absent
2023-01-19,05:46:58,40.11,6.9,44.09,1436.59,80.59,163.19,16671.96,69.04,37.75,19.85,82.77,3.14,10.27,50.71,0.22,53.02,3:1:1,5.47,Present
2023-06-10,11:14:52,37.35,7.44,79.57,1329.73,161.48,196.45,10908.83,67.28,25.16,17.76,39.69,4.93,19.44,39.6,0.24,39.16,Optimal,23.31,Present
2023-03-10,15:17:32,42.83,6.92,59.03,1396.97,131.5,273.38,17397.83,52.71,37.88,22.98,29.99,2.02,7.55,40.65,0.42,66.1,3:1:1,25.51,Absent
2023-10-06,02:41:36,41.96,6.91,79.21,1381.38,196.26,245.33,17728.99,74.31,29.26,22.15,66.6,2.32,10.41,39.59,0.22,18.3,2:1:2,14.87,Present
2024-03-21,05:01:09,41.43,7.0,40.25,1336.93,147.73,254.93,15955.86,65.88,32.89,10.58,28.37,2.21,10.1,36.17,0.47,31.65,3:1:1,27.29,Absent
2025-03-29,15:07:04,42.23,7.09,72.26,1402.4,72.17,238.11,14488.59,62.43,31.99,24.4,66.88,1.22,16.18,53.34,0.42,65.43,Optimal,15.18,Absent
2023-06-19,11:09:48,44.09,6.57,44.68,1336.81,128.42,227.93,18270.84,66.84,30.27,15.26,58.2,4.49,7.02,54.72,-0.04,16.92,Optimal,23.94,Absent
2023-12-30,19:41:34,40.99,6.9,65.21,1066.18,109.71,212.57,12971.16,74.61,38.02,28.01,33.3,4.32,6.11,51.82,0.34,52.85,2:1:2,27.37,Present
2025-06-12,15:46:40,44.93,7.02,45.71,1325.22,94.94,232.87,15979.76,70.03,32.68,26.55,59.09,4.62,13.45,54.2,0.2,49.39,3:1:1,18.1,Present
2025-07-28,00:22:19,42.46,7.05,40.8,1078.36,198.2,219.99,14746.89,63.72,33.67,12.46,4.33,4.55,11.53,54.31,0.34,33.06,3:1:1,6.4,Present
2024-12-04,23:06:29,44.64,7.22,65.15,1028.94,172.02,299.23,13437.4,63.21,30.15,22.76,95.68,3.53,15.2,54.51,-0.17,39.25,2:1:2,18.73,Absent
2025-04-05,11:28:21,44.82,6.92,64.72,815.12,188.41,265.76,13074.84,70.27,35.15,12.3,8.48,3.79,19.84,48.25,-0.42,30.87,2:1:2,24.25,Absent
2024-04-05,11:59:24,40.12,6.53,66.28,1011.06,79.77,161.99,13123.54,68.41,34.93,28.85,72.78,4.11,12.68,51.05,-0.31,71.94,4:1:1,26.18,Absent
2024-11-10,09:47:49,35.44,7.03,60.91,1494.52,192.2,160.83,19111.01,63.04,37.72,20.54,59.03,1.31,17.88,40.35,0.2,32.24,3:1:1,10.76,Present
2024-12-12,03:27:11,35.38,6.55,42.75,959.16,121.46,157.02,16709.5,58.72,38.41,26.97,61.5,4.2,18.48,45.99,-0.28,51.0,2:1:2,10.71,Present
2024-03-07,08:35:26,40.66,7.16,65.16,1018.67,106.0,240.38,14350.55,60.23,33.61,17.3,99.04,4.49,9.92,42.46,-0.38,52.71,Optimal,23.6,Present
2023-09-08,20:06:13,39.22,7.2,63.75,861.83,130.04,209.7,15573.18,64.66,35.42,12.43,44.23,4.67,17.9,47.59,0.09,54.08,3:1:1,7.53,Present
2023-04-25,20:14:14,40.76,6.74,77.58,851.3,124.62,230.54,19189.13,55.85,36.83,13.97,28.44,3.8,19.82,51.02,-0.08,30.37,Optimal,21.56,Present
2024-03-06,12:27:06,38.54,6.74,55.04,1487.98,96.29,251.84,12475.16,50.13,35.37,28.42,34.21,2.38,10.29,35.34,0.11,58.35,4:1:1,6.55,Absent
2024-05-01,14:11:02,43.18,6.52,52.56,1113.01,131.35,195.28,16957.87,54.06,26.0,11.52,79.81,3.84,8.01,48.48,-0.18,51.51,Optimal,27.36,Present
2024-11-01,09:36:24,44.44,7.45,74.35,1018.8,91.09,281.19,11997.04,62.39,33.46,24.45,38.77,1.67,18.94,47.7,-0.25,30.02,Optimal,27.66,Present
2023-11-24,12:36:09,35.77,6.66,77.44,1237.82,132.48,240.75,19244.81,60.88,37.14,16.19,40.66,1.35,18.58,48.34,0.35,65.76,4:1:1,8.71,Present
2023-02-10,13:57:10,40.37,7.3,69.7,836.03,160.52,233.65,16630.37,61.79,33.99,13.48,95.5,2.8,7.83,49.76,-0.3,58.53,Optimal,11.38,Present
2024-03-07,08:22:11,37.77,6.97,48.74,963.96,121.66,164.4,19412.66,55.05,29.24,11.3,90.45,1.54,11.98,46.85,-0.44,58.61,3:1:1,26.23,Present
2024-10-21,12:10:09,41.53,6.96,71.44,1363.35,73.17,286.51,13281.07,58.46,34.53,11.63,69.77,4.45,13.05,48.94,0.33,42.36,4:1:1,13.68,Absent
2025-03-18,23:02:58,41.97,6.72,50.5,850.74,65.19,290.89,10159.2,55.18,30.14,24.4,81.43,2.12,17.62,46.76,-0.15,35.79,4:1:1,6.42,Present
2025-05-07,05:08:32,41.25,7.28,51.93,981.25,199.41,229.54,15285.86,65.28,38.42,25.17,32.28,3.9,19.81,36.56,-0.09,24.63,2:1:2,7.24,Present
2023-04-10,15:48:49,41.41,7.34,67.97,812.11,134.6,290.59,12389.88,65.72,26.38,28.37,89.57,2.09,15.66,35.65,-0.18,32.53,Optimal,10.12,Present
2024-09-26,17:26:32,35.8,7.47,59.71,1430.43,167.4,190.75,16881.04,64.69,36.09,14.98,66.33,1.02,5.67,41.97,0.39,50.74,2:1:2,18.55,Present
2025-01-12,15:49:48,43.23,6.55,45.28,808.32,168.59,219.56,18925.52,58.57,34.55,22.58,69.9,3.48,17.06,49.2,-0.06,63.76,4:1:1,18.68,Absent
2023-08-27,17:55:33,44.48,7.2,41.46,918.19,138.13,157.5,17155.19,51.22,28.76,22.95,23.78,2.05,14.74,38.08,0.41,27.94,4:1:1,5.75,Absent
2024-01-26,01:22:06,39.28,6.66,79.31,1391.66,80.87,163.03,11249.98,61.86,34.84,16.93,60.21,1.67,10.75,36.74,-0.13,46.11,2:1:2,18.66,Absent
2024-01-21,14:06:40,42.75,6.68,78.83,978.5,176.98,212.38,13081.8,58.01,35.2,19.62,52.21,3.58,12.44,48.95,-0.26,45.81,Optimal,8.37,Present
2023-09-20,05:39:07,35.8,7.48,51.12,1160.5,104.2,154.59,16521.88,73.08,26.33,23.17,62.3,1.56,15.61,52.48,-0.17,66.62,4:1:1,20.93,Present
